Message,Label
hey girl how r u hope u r well me an del r bak again long time no c give me a call sum time from lucyxx,ham
y so late but i need to go n get da laptop,ham
are you in the pub,ham
ill always be there even if its just in spirit ill get a bb soon just trying to be sure i need it,ham
sorry ill call later in meeting,ham
ok ill tell the company,ham
i think steyn surely get one wicket,ham
unfortunately ive just found out that we have to pick my sister up from the airport that evening so dont think ill be going out at all we should try to go out one of th,ham
good morning im suffering from fever and dysentry will not be able to come to office today,ham
yeah no probs last night is obviously catching up with you speak soon,ham
mmmmm i loved waking to your words this morning i miss you too my love i hope your day goes well and you are happy i wait for us to be together again,ham
urgent we are trying to contact you last weekends draw shows that you have won a å£900 prize guaranteed call 09061701851 claim code k61 valid 12hours only,spam
partys at my place at usf no charge but if you can contribute in any way it is greatly appreciated and yeah we got room for one more,ham
sorry ive not gone to that place ill do so tomorrow really sorry,ham
ok lor,ham
ok how many should i buy,ham
yay cant wait to party together,ham
wat u doing there,ham
ok i am a gentleman and will treat you with dignity and respect,ham
yeah you should i think you can use your gt atm now to register not sure but if theres anyway i can help let me know but when you do be sure you are ready,ham
what do u reckon as need 2 arrange transport if u cant do it thanks,ham
ok i wont call or disturb any one i know all are avoiding me i am a burden for all,ham
if you ask her or she say any please message,ham
done it but internet connection v slow and canû÷t send it will try again later or first thing tomo,ham
piss is talking is someone that realise u that point this at is itnow read it backwards,ham
i sent lanre fakeyes eckankar details to the mail box,ham
nope juz off from work,ham
great escape i fancy the bridge but needs her lager see you tomo,ham
youll not rcv any more msgs from the chat svc for free hardcore services text go to 69988 if u get nothing u must age verify with yr network try again,spam
don knowwait i will check it,ham
from tomorrow onwards eve 6 to 3 work,ham
doing nothing then u not having dinner w us,ham
i anything lor,ham
am also doing in cbe only but have to pay,ham
huh hyde park not in mel ah opps got confused anyway if tts e best choice den we juz have to take it,ham
for ur chance to win a å£250 wkly shopping spree txt shop to 80878 tscs wwwtxt2shopcom custcare 08715705022 1x150pwk,spam
infact happy new year how are you where are you when are we seeing,ham
yes it completely in out of formclark also utter waste,ham
you only hate me you can call any but you didnt accept even a single call of mine or even you messaged,ham
gain the rights of a wifedont demand iti am trying as husband toolets see,ham
i wish that i was with you holding you tightly making you see how important you are how much you mean to me how much i need you in my life,ham
yar but they say got some error,ham
win urgent your mobile number has been awarded with a å£2000 prize guaranteed call 09061790121 from land line claim 3030 valid 12hrs only 150ppm,spam
feb ltgt is i love u day send dis to all ur valued frnds evn me if 3 comes back ull gt married d person u luv if u ignore dis u will lose ur luv 4 evr,ham
dunno he jus say go lido same time 930,ham
i forgot 2 ask ì all smth theres a card on da present lei how ìï all want 2 write smth or sign on it,ham
havent eaten all day im sitting here staring at this juicy pizza and i cant eat it these meds are ruining my life,ham
i career tel have added u as a contact on indyarockscom to send free sms to remove from phonebook sms no to ltgt,ham
gud ni8swt drmstake care,ham
to day class is there are no class,ham
thanks for your ringtone order ref number r836 your mobile will be charged å£450 should your tone not arrive please call customer services on 09065069154,spam
hey babe sorry i didnt get sooner gary can come and fix it cause he thinks he knows what it is but he doesnt go as far a ptbo and he says it will cost ltgt bucks i dont know if it might be cheaper to find someone there we dont have any second hand machines at all right now let me know what you want to do babe,ham
this girl does not stay in bed this girl doesnt need recovery time id rather pass out while having fun then be cooped up in bed,ham
how stupid to say that i challenge godyou dont think at all on what i write instead you respond immed,ham
oops 4 got that bit,ham
yes princess i want to catch you with my big strong hands,ham
hitechnical supportproviding assistance to us customer through call and email,ham
eh u remember how 2 spell his name yes i did he v naughty make until i v wet,ham
hi darlin did youphone me im athome if youwanna chat,ham
jay says hell put in ltgt,ham
missing you toopray inshah allah,ham
that depends how would you like to be treated,ham
yeah i can still give you a ride,ham
it has issues right now ill fix for her by tomorrow,ham
oh sorry please its over,ham
me hungry buy some food good lei but mum n yun dun wan juz buy a little bit,ham
exactly anyways how far is jide her to study or just visiting,ham
promotion number 8714714 ur awarded a city break and could win a å£200 summer shopping spree every wk txt store to 88039 skilgme tscs087147403231winawkage16 å£150perwksub,spam
your board is working fine the issue of overheating is also reslove but still software inst is pending i will come around 8o clock,ham
yeah dont go to bed ill be back before midnight,ham
freemsgfav xmas tonesreply real,spam
you still around i could use a half8th,ham
cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full im still waitin 4 1 pete x,ham
how much it will cost approx per month,ham
hello from orange for 1 months free access to games news and sport plus 10 free texts and 20 photo messages reply yes terms apply wwworangecoukow,spam
important information 4 orange user 0789xxxxxxx today is your lucky day2find out why log onto httpwwwurawinnercom theres a fantastic surprise awaiting you,spam
you sure your neighbors didnt pick it up,ham
u buy newspapers already,ham
no i meant the calculation is the same that ltgt units at ltgt this school is really expensive have you started practicing your accent because its important and have you decided if you are doing 4years of dental school or if youll just do the nmde exam,ham
free msgwe billed your mobile number by mistake from shortcode 83332please call 08081263000 to have charges refundedthis call will be free from a bt landline,spam
also remember the beads dont come off ever,ham
dad says hurry the hell up,ham
u sleeping now or you going to take haha i got spys wat me online checking n replying mails lor,ham
its like that hotel dusk game i think you solve puzzles in a area thing,ham
haha they cant what at the most tmr forfeit haha so how,ham
awesome question with a cute answer someone asked a boy how is ur life he smiled amp answered she is fine gudnite,ham
whom you waited for yesterday,ham
so many people seems to be special at first sight but only very few will remain special to you till your last sight maintain them till life ends shjas,ham
i send the print outs da,ham
tell her i said eat shit,ham
private your 2003 account statement for fone no shows 800 unredeemed s i m points call 08715203656 identifier code 42049 expires 261004,spam
what u talking bout early morning its almost noon where your at,ham
